Address,Distance_MRT,Distance_Mall,Within_1km_of_Pri,Town,Flat_Type_Area_Map
692A CHOA CHU KANG CRES,795,932,TRUE,CHOA CHU KANG,"{3: 90, 4: 110}"
689B CHOA CHU KANG DR,763,900,FALSE,CHOA CHU KANG,"{3: 90, 4: 110}"
760 CHOA CHU KANG NTH 5,644,642,TRUE,CHOA CHU KANG,"{3: 108, 4: 127}"
544 CHOA CHU KANG ST 52,748,610,TRUE,CHOA CHU KANG,"{3: 105, 4: 125}"
690A CHOA CHU KANG CRES,978,1115,FALSE,CHOA CHU KANG,"{3: 90, 4: 110}"
474 CHOA CHU KANG AVE 3,1202,1176,TRUE,CHOA CHU KANG,"{3: 100, 4: 120}"
248 CHOA CHU KANG AVE 2,959,924,TRUE,CHOA CHU KANG,"{3: 104, 4: 123}"
626 CHOA CHU KANG ST 62,235,261,TRUE,CHOA CHU KANG,"{3: 100, 4: 121}"
789 CHOA CHU KANG NTH 6,378,376,TRUE,CHOA CHU KANG,"{3: 110, 4: 130}"
671 CHOA CHU KANG CRES,700,836,FALSE,CHOA CHU KANG,"{4: 124, 5: 141}"
296B CHOA CHU KANG AVE 2,1335,1300,TRUE,CHOA CHU KANG,"{3: 100, 4: 120, 5: 141}"
604 CHOA CHU KANG ST 62,360,380,TRUE,CHOA CHU KANG,{5: 149}
663 CHOA CHU KANG CRES,752,889,FALSE,CHOA CHU KANG,{5: 141}
101 TECK WHYE LANE,957,1113,TRUE,CHOA CHU KANG,{5: 144}
715 CLEMENTI WEST ST 2,1838,798,FALSE,CLEMENTI,"{2: 68, 3: 91, 4: 153}"
702 WEST COAST RD,1520,827,TRUE,CLEMENTI,"{2: 70, 3: 93}"
607 CLEMENTI WEST ST 1,1784,286,FALSE,CLEMENTI,"{2: 68, 3: 92}"
374 CLEMENTI AVE 4,670,726,TRUE,CLEMENTI,"{2: 70, 3: 93}"
346 CLEMENTI AVE 5,855,912,FALSE,CLEMENTI,"{2: 69, 3: 92}"
109 CLEMENTI ST 11,1488,1545,FALSE,CLEMENTI,{2: 74}
339 CLEMENTI AVE 5,943,1000,TRUE,CLEMENTI,"{2: 70, 3: 92}"
351 CLEMENTI AVE 2,1056,1113,FALSE,CLEMENTI,"{2: 67, 3: 92}"
334 CLEMENTI AVE 2,485,542,TRUE,CLEMENTI,"{2: 68, 3: 86}"
305 CLEMENTI AVE 4,1066,1131,TRUE,CLEMENTI,"{2: 69, 3: 92}"
364 CLEMENTI AVE 2,638,706,FALSE,CLEMENTI,"{2: 72, 3: 90}"
371 CLEMENTI AVE 4,882,939,TRUE,CLEMENTI,"{2: 70, 3: 93, 5: 163}"
449 CLEMENTI AVE 3,203,203,TRUE,CLEMENTI,"{2: 72, 3: 101}"
418 CLEMENTI AVE 1,1035,1103,FALSE,CLEMENTI,"{1: 49, 2: 72, 3: 99}"
730 CLEMENTI WEST ST 2,1597,462,FALSE,CLEMENTI,"{2: 68, 3: 93}"
716 CLEMENTI WEST ST 2,1908,602,FALSE,CLEMENTI,{3: 91}
709 CLEMENTI WEST ST 2,1641,760,FALSE,CLEMENTI,{3: 91}
611 CLEMENTI WEST ST 1,1936,556,FALSE,CLEMENTI,"{2: 74, 3: 106}"
348 CLEMENTI AVE 5,873,929,FALSE,CLEMENTI,{3: 92}
411 C'WEALTH AVE WEST,819,887,FALSE,CLEMENTI,{3: 97}
324 CLEMENTI AVE 5,240,296,TRUE,CLEMENTI,{3: 91}
307 CLEMENTI AVE 4,902,966,TRUE,CLEMENTI,"{2: 68, 3: 92}"
461 CLEMENTI AVE 3,602,641,FALSE,CLEMENTI,"{3: 90, 4: 110}"
723 CLEMENTI WEST ST 2,1819,534,FALSE,CLEMENTI,{4: 118}
724 CLEMENTI WEST ST 2,1778,547,FALSE,CLEMENTI,{4: 118}
46 CIRCUIT RD,615,1685,TRUE,GEYLANG,"{1: 41, 2: 53}"
43 CIRCUIT RD,494,1816,FALSE,GEYLANG,"{1: 41, 2: 53, 3: 93}"
30 BALAM RD,680,1905,FALSE,GEYLANG,"{1: 46, 2: 59}"
21 BALAM RD,744,2107,FALSE,GEYLANG,{2: 60}
22 BALAM RD,712,1937,FALSE,GEYLANG,{2: 60}
47 CIRCUIT RD,568,1668,TRUE,GEYLANG,{2: 56}
67 CIRCUIT RD,439,1447,FALSE,GEYLANG,{2: 61}
82 MACPHERSON LANE,627,2288,FALSE,GEYLANG,{2: 64}
37 CIRCUIT RD,625,1768,FALSE,GEYLANG,{2: 58}
24 BALAM RD,762,1986,FALSE,GEYLANG,{2: 60}
65 CIRCUIT RD,424,1641,FALSE,GEYLANG,"{2: 59, 3: 118}"
49 CIRCUIT RD,583,1641,TRUE,GEYLANG,"{2: 56, 3: 112}"
24 EUNOS CRES,588,1586,TRUE,GEYLANG,"{2: 60, 4: 118}"
302 UBI AVE 1,262,2616,TRUE,GEYLANG,"{2: 64, 3: 83}"
4 HAIG RD,999,629,TRUE,GEYLANG,"{2: 66, 4: 150}"
95 OLD AIRPORT RD,259,1376,TRUE,GEYLANG,{2: 56}
36 CIRCUIT RD,560,1785,FALSE,GEYLANG,"{2: 65, 3: 83}"
10 HAIG RD,682,382,TRUE,GEYLANG,{2: 66}
128 GEYLANG EAST AVE 1,709,892,TRUE,GEYLANG,"{2: 75, 3: 106, 4: 133}"
33 EUNOS CRES,363,1135,TRUE,GEYLANG,"{2: 60, 3: 90}"
344 UBI AVE 1,596,2156,TRUE,GEYLANG,{3: 90}
40 SIMS DR,1294,2111,TRUE,GEYLANG,"{3: 109, 4: 123}"
54 PIPIT RD,622,1302,TRUE,GEYLANG,{3: 93}
42 SIMS DR,1205,2023,TRUE,GEYLANG,{3: 106}
42 CIRCUIT RD,565,1754,FALSE,GEYLANG,"{3: 107, 4: 125}"
120 GEYLANG EAST CTRL,578,1207,TRUE,GEYLANG,{3: 91}
5 HAIG RD,901,531,TRUE,GEYLANG,{3: 92}
134 GEYLANG EAST AVE 1,571,850,TRUE,GEYLANG,"{3: 84, 4: 123}"
411 EUNOS RD 5,542,856,FALSE,GEYLANG,"{3: 106, 4: 142}"
30 CASSIA CRES,557,1603,TRUE,GEYLANG,"{3: 102, 4: 120}"
986A BUANGKOK CRES,2062,1020,TRUE,HOUGANG,"{1: 47, 2: 67}"
22 HOUGANG AVE 3,1009,1012,TRUE,HOUGANG,{2: 74}
644 HOUGANG AVE 8,1574,820,TRUE,HOUGANG,{2: 64}
24 HOUGANG AVE 3,810,1177,TRUE,HOUGANG,"{2: 70, 3: 92}"
108 HOUGANG AVE 1,1481,1279,TRUE,HOUGANG,{2: 70}
619 HOUGANG AVE 8,1315,1134,TRUE,HOUGANG,{2: 64}
623 HOUGANG AVE 8,1443,1021,TRUE,HOUGANG,{2: 64}
311 HOUGANG AVE 5,911,1129,TRUE,HOUGANG,"{2: 70, 3: 93}"
501 HOUGANG AVE 8,908,1018,TRUE,HOUGANG,"{2: 64, 3: 85}"
698 HOUGANG ST 61,1248,1243,TRUE,HOUGANG,"{2: 64, 3: 89}"
307 HOUGANG AVE 5,834,978,TRUE,HOUGANG,"{2: 74, 3: 93}"
21 HOUGANG AVE 3,1016,1124,TRUE,HOUGANG,"{2: 75, 3: 98}"
322 HOUGANG AVE 5,901,938,TRUE,HOUGANG,"{2: 67, 3: 94}"
308 HOUGANG AVE 5,892,978,TRUE,HOUGANG,"{2: 67, 3: 94, 4: 134}"
154 HOUGANG ST 11,1138,1223,TRUE,HOUGANG,"{2: 67, 3: 92}"
339 HOUGANG AVE 7,1143,1013,TRUE,HOUGANG,"{3: 98, 4: 121}"
681 HOUGANG AVE 8,1050,947,TRUE,HOUGANG,"{2: 64, 3: 85}"
314 HOUGANG AVE 5,1039,1299,TRUE,HOUGANG,{3: 92}
336 HOUGANG AVE 7,1053,923,TRUE,HOUGANG,{3: 92}
321 HOUGANG AVE 5,1090,1114,TRUE,HOUGANG,"{2: 67, 3: 93}"
602 HOUGANG AVE 4,840,1010,TRUE,HOUGANG,{3: 90}
709 HOUGANG AVE 2,900,1370,TRUE,HOUGANG,"{2: 67, 3: 92}"
674 HOUGANG AVE 8,1143,889,TRUE,HOUGANG,"{2: 64, 3: 101}"
165 HOUGANG AVE 1,1683,1525,TRUE,HOUGANG,{3: 93}
332 HOUGANG AVE 5,973,910,TRUE,HOUGANG,{3: 104}
135 LOR AH SOO,1894,1626,TRUE,HOUGANG,"{2: 74, 3: 107, 4: 133}"
419 HOUGANG AVE 8,1111,535,TRUE,HOUGANG,"{3: 106, 4: 123}"
938 HOUGANG ST 92,1925,240,TRUE,HOUGANG,"{3: 101, 4: 123}"
435 HOUGANG AVE 8,803,751,TRUE,HOUGANG,{3: 107}
699B HOUGANG ST 52,1440,1247,TRUE,HOUGANG,{3: 100}
155 HOUGANG ST 11,1148,1233,TRUE,HOUGANG,{3: 92}
445 HOUGANG AVE 8,694,962,TRUE,HOUGANG,{3: 106}
617 HOUGANG AVE 8,1279,1264,TRUE,HOUGANG,"{2: 64, 3: 100}"
411 HOUGANG AVE 10,931,301,TRUE,HOUGANG,{3: 92}
448 HOUGANG AVE 10,792,942,TRUE,HOUGANG,{3: 108}
142 LOR AH SOO,1111,1151,TRUE,HOUGANG,"{2: 79, 3: 105, 4: 132}"
557 HOUGANG ST 51,744,1258,TRUE,HOUGANG,{3: 104}
465 UPP SERANGOON RD,902,620,TRUE,HOUGANG,"{3: 105, 4: 124}"
835 HOUGANG CTRL,441,765,TRUE,HOUGANG,"{3: 106, 4: 122}"
922 HOUGANG ST 91,1632,624,TRUE,HOUGANG,"{3: 100, 4: 120}"
912 HOUGANG ST 91,1403,764,TRUE,HOUGANG,"{3: 101, 4: 120}"
971 HOUGANG ST 91,1904,330,TRUE,HOUGANG,{4: 116}
941 HOUGANG ST 92,2048,326,TRUE,HOUGANG,"{3: 100, 4: 121}"
984D BUANGKOK LINK,2000,1015,TRUE,HOUGANG,{4: 110}
978D BUANGKOK CRES,1925,716,TRUE,HOUGANG,"{3: 90, 4: 110}"
572 HOUGANG ST 51,1314,1164,TRUE,HOUGANG,"{3: 99, 4: 118}"
915 HOUGANG ST 91,1731,632,TRUE,HOUGANG,"{3: 100, 4: 121}"
570 HOUGANG ST 51,1257,1303,TRUE,HOUGANG,"{3: 100, 4: 117}"
919 HOUGANG AVE 4,1527,691,TRUE,HOUGANG,"{3: 100, 4: 120}"
610 HOUGANG AVE 8,1114,1190,TRUE,HOUGANG,{4: 122}
958 HOUGANG ST 91,2033,117,TRUE,HOUGANG,{4: 116}
929 HOUGANG ST 91,1796,337,TRUE,HOUGANG,"{3: 100, 4: 120}"
456 HOUGANG AVE 10,1084,681,TRUE,HOUGANG,"{3: 104, 4: 128}"
171 HOUGANG AVE 1,1635,1433,TRUE,HOUGANG,"{3: 100, 4: 121}"
136 LOR AH SOO,1837,1683,TRUE,HOUGANG,{4: 142}
466 HOUGANG AVE 8,1006,560,TRUE,HOUGANG,{4: 124}
372 HOUGANG ST 31,1015,1047,TRUE,HOUGANG,"{3: 101, 4: 121}"
461 HOUGANG AVE 10,762,132,TRUE,HOUGANG,{4: 125}
940 HOUGANG ST 92,1987,357,TRUE,HOUGANG,{5: 142}
538 HOUGANG ST 52,921,1046,TRUE,HOUGANG,{5: 148}
628 HOUGANG AVE 8,1670,1042,TRUE,HOUGANG,{5: 147}
407 HOUGANG AVE 10,952,322,TRUE,HOUGANG,{5: 151}
705 HOUGANG AVE 2,1002,1084,TRUE,HOUGANG,{5: 150}
410 PANDAN GDNS,2088,2067,FALSE,JURONG EAST,{2: 76}
37 TEBAN GDNS RD,2125,2104,FALSE,JURONG EAST,{2: 67}
247 JURONG EAST ST 24,942,1314,TRUE,JURONG EAST,"{2: 70, 3: 95}"
250 JURONG EAST ST 24,1084,1363,TRUE,JURONG EAST,"{2: 69, 3: 94}"
231 JURONG EAST ST 21,765,1243,TRUE,JURONG EAST,"{2: 70, 3: 91}"
330 JURONG EAST AVE 1,1152,3091,TRUE,JURONG EAST,"{2: 74, 3: 104}"
264 JURONG EAST ST 24,1287,1431,TRUE,JURONG EAST,"{2: 72, 3: 95, 4: 136}"
411 PANDAN GDNS,2085,2064,FALSE,JURONG EAST,"{2: 73, 4: 145}"
253 JURONG EAST ST 24,700,1582,TRUE,JURONG EAST,{2: 69}
207 JURONG EAST ST 21,688,525,FALSE,JURONG EAST,"{2: 67, 3: 97}"
115 JURONG EAST ST 13,615,1239,FALSE,JURONG EAST,"{2: 70, 3: 94}"
101 JURONG EAST ST 13,778,774,FALSE,JURONG EAST,"{2: 68, 3: 96}"
211 JURONG EAST ST 21,1031,868,FALSE,JURONG EAST,"{2: 67, 3: 94}"
339 JURONG EAST AVE 1,1001,2875,FALSE,JURONG EAST,"{2: 74, 3: 104}"
62 TEBAN GDNS RD,2622,2601,FALSE,JURONG EAST,"{3: 90, 4: 110}"
311 JURONG EAST ST 32,816,2838,TRUE,JURONG EAST,"{3: 105, 4: 134}"
112 JURONG EAST ST 13,710,1161,FALSE,JURONG EAST,{3: 92}
283 TOH GUAN RD,1080,587,FALSE,JURONG EAST,{3: 91}
310 JURONG EAST ST 32,962,2819,TRUE,JURONG EAST,"{3: 105, 4: 135}"
329 JURONG EAST AVE 1,1103,3119,TRUE,JURONG EAST,"{2: 74, 3: 104, 5: 148}"
312 JURONG EAST ST 32,700,2282,FALSE,JURONG EAST,"{3: 105, 4: 134}"
22 TEBAN GDNS RD,2503,2482,FALSE,JURONG EAST,"{3: 91, 4: 118}"
265 TOH GUAN RD,1289,958,FALSE,JURONG EAST,"{3: 101, 4: 121}"
272 TOH GUAN RD,1220,1040,TRUE,JURONG EAST,"{3: 100, 4: 120}"
268 TOH GUAN RD,1173,1034,TRUE,JURONG EAST,"{3: 101, 4: 120}"
288E JURONG EAST ST 21,1055,892,FALSE,JURONG EAST,"{3: 101, 4: 122}"
307 JURONG EAST ST 32,920,2071,TRUE,JURONG EAST,"{3: 103, 4: 134}"
405 PANDAN GDNS,2321,2301,FALSE,JURONG EAST,{4: 117}
111 JURONG EAST ST 13,744,1199,FALSE,JURONG EAST,{4: 120}
314 JURONG EAST ST 32,717,2262,TRUE,JURONG EAST,"{3: 104, 4: 133}"
227 JURONG EAST ST 21,565,1393,TRUE,JURONG EAST,{4: 120}
45 TEBAN GDNS RD,2310,2290,FALSE,JURONG EAST,{5: 147}
990A JURONG WEST ST 93,485,1844,TRUE,JURONG WEST,"{1: 52, 3: 92}"
990B JURONG WEST ST 93,485,1855,TRUE,JURONG WEST,"{1: 52, 3: 93}"
185 BOON LAY AVE,1356,1165,TRUE,JURONG WEST,"{2: 60, 4: 118}"
119 HO CHING RD,1299,4116,TRUE,JURONG WEST,{2: 67}
174 BOON LAY DR,1237,1045,TRUE,JURONG WEST,{2: 59}
113 TAO CHING RD,1583,4400,TRUE,JURONG WEST,{2: 68}
176 BOON LAY DR,1376,1185,TRUE,JURONG WEST,{2: 59}
120 HO CHING RD,1324,2822,TRUE,JURONG WEST,{2: 69}
914 JURONG WEST ST 91,1443,2604,FALSE,JURONG WEST,"{2: 73, 3: 103}"
421 JURONG WEST ST 42,1567,3420,TRUE,JURONG WEST,"{2: 64, 3: 85}"
908 JURONG WEST ST 91,1594,2870,FALSE,JURONG WEST,"{2: 73, 3: 103}"
915 JURONG WEST ST 91,1445,2658,FALSE,JURONG WEST,"{2: 73, 3: 103}"
926 JURONG WEST ST 92,1248,2524,FALSE,JURONG WEST,"{2: 73, 3: 103}"
211 BOON LAY PL,1167,1807,TRUE,JURONG WEST,{2: 67}
517 JURONG WEST ST 52,425,2021,TRUE,JURONG WEST,{2: 74}
337A TAH CHING RD,1029,2537,TRUE,JURONG WEST,"{2: 63, 3: 92}"
530 JURONG WEST ST 52,1036,1973,TRUE,JURONG WEST,"{2: 72, 3: 91}"
518 JURONG WEST ST 52,442,1818,TRUE,JURONG WEST,"{2: 75, 3: 105}"
511 JURONG WEST ST 52,701,2280,TRUE,JURONG WEST,"{2: 74, 3: 104}"
514 JURONG WEST ST 52,607,2186,TRUE,JURONG WEST,"{2: 75, 3: 105}"
524 JURONG WEST ST 52,707,1931,TRUE,JURONG WEST,"{2: 72, 3: 91, 5: 149}"
813 JURONG WEST ST 81,1317,1955,TRUE,JURONG WEST,"{3: 104, 4: 121}"
178 YUNG SHENG RD,1621,2457,TRUE,JURONG WEST,"{3: 96, 4: 116}"
854 JURONG WEST ST 81,1495,1936,TRUE,JURONG WEST,"{3: 106, 4: 124}"
276A JURONG WEST ST 25,2064,1873,TRUE,JURONG WEST,{3: 86}
733 JURONG WEST ST 73,1293,1357,TRUE,JURONG WEST,"{3: 107, 4: 123}"
730 JURONG WEST ST 72,1340,1584,TRUE,JURONG WEST,{3: 105}
273B JURONG WEST AVE 3,1866,1675,TRUE,JURONG WEST,"{3: 90, 4: 111}"
936 JURONG WEST ST 91,1305,2437,FALSE,JURONG WEST,"{2: 73, 3: 103}"
844 JURONG WEST ST 81,1164,2117,TRUE,JURONG WEST,"{3: 108, 4: 128}"
720 JURONG WEST AVE 5,1084,1676,TRUE,JURONG WEST,"{3: 104, 4: 121}"
750 JURONG WEST ST 73,1630,1540,TRUE,JURONG WEST,"{3: 107, 4: 128}"
848 JURONG WEST ST 81,1253,2244,TRUE,JURONG WEST,"{3: 108, 4: 129}"
943 JURONG WEST ST 91,1289,2422,FALSE,JURONG WEST,"{3: 107, 4: 125}"
153 YUNG HO RD,2388,3172,FALSE,JURONG WEST,{3: 104}
833 JURONG WEST ST 81,993,1840,TRUE,JURONG WEST,"{3: 107, 4: 129}"
545 JURONG WEST ST 42,1407,2258,TRUE,JURONG WEST,"{2: 82, 3: 104}"
950 JURONG WEST ST 91,1146,2278,TRUE,JURONG WEST,"{3: 104, 4: 132}"
747 JURONG WEST ST 73,1470,1793,TRUE,JURONG WEST,"{3: 108, 4: 127}"
179 YUNG SHENG RD,1596,2402,TRUE,JURONG WEST,"{3: 96, 4: 116}"
756 JURONG WEST ST 74,1543,1519,TRUE,JURONG WEST,"{3: 110, 4: 128}"
406 JURONG WEST ST 42,1784,2977,TRUE,JURONG WEST,{3: 106}
430 JURONG WEST AVE 1,1627,3268,TRUE,JURONG WEST,{3: 104}
713 JURONG WEST ST 71,969,1719,TRUE,JURONG WEST,"{3: 104, 4: 122}"
259 BOON LAY DR,1105,913,TRUE,JURONG WEST,{3: 113}
450 JURONG WEST ST 42,1228,2339,TRUE,JURONG WEST,{3: 105}
722 JURONG WEST AVE 5,982,1565,TRUE,JURONG WEST,{3: 104}
540 JURONG WEST AVE 1,1288,1944,TRUE,JURONG WEST,{3: 104}
452 JURONG WEST ST 42,1232,2407,TRUE,JURONG WEST,"{3: 106, 4: 133}"
648D JURONG WEST ST 61,374,1303,TRUE,JURONG WEST,"{3: 91, 4: 110}"
988A JURONG WEST ST 93,329,1698,TRUE,JURONG WEST,"{3: 94, 4: 111}"
674B JURONG WEST ST 65,1064,1050,TRUE,JURONG WEST,"{3: 91, 4: 110}"
330 TAH CHING RD,1000,2745,TRUE,JURONG WEST,"{3: 103, 4: 122}"
655B JURONG WEST ST 61,364,1532,TRUE,JURONG WEST,{3: 85}
682C JURONG WEST CTRL 1,868,708,TRUE,JURONG WEST,"{3: 94, 4: 115}"
619 JURONG WEST ST 65,780,1092,TRUE,JURONG WEST,"{3: 91, 4: 110}"
657A JURONG WEST ST 65,640,1244,TRUE,JURONG WEST,{3: 91}
257 BOON LAY DR,1132,941,TRUE,JURONG WEST,{3: 113}
640 JURONG WEST ST 61,500,1419,TRUE,JURONG WEST,"{3: 100, 4: 120}"
664A JURONG WEST ST 64,425,558,TRUE,JURONG WEST,"{3: 91, 4: 110}"
648B JURONG WEST ST 61,280,1282,TRUE,JURONG WEST,"{3: 91, 4: 110}"
668D JURONG WEST ST 64,618,661,TRUE,JURONG WEST,{3: 87}
663C JURONG WEST ST 65,484,775,TRUE,JURONG WEST,"{3: 91, 4: 110}"
602 JURONG WEST ST 62,660,1008,TRUE,JURONG WEST,"{3: 95, 4: 114}"
663D JURONG WEST ST 65,543,713,TRUE,JURONG WEST,"{3: 91, 4: 110}"
476 JURONG WEST ST 41,991,2632,TRUE,JURONG WEST,"{2: 73, 3: 103}"
681C JURONG WEST CTRL 1,970,870,TRUE,JURONG WEST,"{3: 95, 4: 115}"
987C JURONG WEST ST 93,323,1692,TRUE,JURONG WEST,"{3: 93, 4: 111}"
934 JURONG WEST ST 91,1334,2488,FALSE,JURONG WEST,"{3: 104, 4: 123}"
271B JURONG WEST ST 24,1728,1537,TRUE,JURONG WEST,"{3: 94, 4: 112}"
902 JURONG WEST ST 91,1571,2864,FALSE,JURONG WEST,"{3: 105, 4: 123}"
273C JURONG WEST AVE 3,1916,1725,TRUE,JURONG WEST,"{3: 90, 4: 111}"
272A JURONG WEST ST 24,1761,1570,TRUE,JURONG WEST,"{3: 94, 4: 113}"
821 JURONG WEST ST 81,1441,2094,TRUE,JURONG WEST,"{3: 104, 4: 121}"
818 JURONG WEST ST 81,1194,1994,TRUE,JURONG WEST,{4: 134}
843 JURONG WEST ST 81,1051,1902,TRUE,JURONG WEST,"{3: 106, 4: 127}"
673C JURONG WEST ST 65,1153,1139,TRUE,JURONG WEST,"{3: 91, 4: 110}"
676B JURONG WEST ST 64,1148,1084,TRUE,JURONG WEST,"{3: 92, 4: 110}"
198 BOON LAY DR,1036,1410,TRUE,JURONG WEST,{4: 116}
401 JURONG WEST ST 42,1613,2782,TRUE,JURONG WEST,"{3: 106, 4: 135}"
675B JURONG WEST ST 64,1066,1041,TRUE,JURONG WEST,"{3: 92, 4: 110}"
605 JURONG WEST ST 62,451,1165,TRUE,JURONG WEST,"{3: 95, 4: 115, 5: 133}"
659A JURONG WEST ST 65,549,956,TRUE,JURONG WEST,"{3: 91, 4: 110}"
656A JURONG WEST ST 61,548,1332,TRUE,JURONG WEST,"{4: 111, 5: 132}"
653A JURONG WEST ST 61,184,1499,TRUE,JURONG WEST,{4: 110}
610 JURONG WEST ST 65,641,984,TRUE,JURONG WEST,"{3: 95, 4: 114}"
659B JURONG WEST ST 65,610,1016,TRUE,JURONG WEST,"{3: 91, 4: 110}"
683C JURONG WEST ST 64,812,667,TRUE,JURONG WEST,"{3: 93, 4: 111}"
517C JURONG WEST ST 52,267,1890,TRUE,JURONG WEST,"{3: 95, 4: 115}"
274A JURONG WEST AVE 3,1963,1771,TRUE,JURONG WEST,{5: 126}
906 JURONG WEST ST 91,1786,2947,FALSE,JURONG WEST,{5: 144}
714 JURONG WEST ST 71,898,1617,TRUE,JURONG WEST,{5: 148}
671C JURONG WEST ST 65,1067,1074,TRUE,JURONG WEST,{5: 126}
558 JURONG WEST ST 42,1532,2552,TRUE,JURONG WEST,{5: 150}
685A JURONG WEST ST 64,758,695,TRUE,JURONG WEST,"{3: 94, 4: 111, 5: 132}"
628 JURONG WEST ST 65,814,1269,TRUE,JURONG WEST,{5: 130}
609 JURONG WEST ST 65,538,1042,TRUE,JURONG WEST,"{3: 95, 4: 115, 5: 133}"
666B JURONG WEST ST 65,632,755,TRUE,JURONG WEST,{5: 130}
683A JURONG WEST CTRL 1,723,553,TRUE,JURONG WEST,"{3: 94, 4: 111, 5: 132}"
7 JLN BATU,597,1929,FALSE,KALLANG/WHAMPOA,{1: 49}
27 JLN BAHAGIA,1090,2181,TRUE,KALLANG/WHAMPOA,{2: 55}
76 LOR LIMAU,1445,1711,TRUE,KALLANG/WHAMPOA,"{2: 65, 4: 130}"
3 ST. GEORGE'S RD,445,1880,TRUE,KALLANG/WHAMPOA,{2: 61}
67 KALLANG BAHRU,387,1686,TRUE,KALLANG/WHAMPOA,{2: 67}
49 DORSET RD,707,1016,FALSE,KALLANG/WHAMPOA,"{2: 71, 3: 100}"
57 GEYLANG BAHRU,448,1390,FALSE,KALLANG/WHAMPOA,"{2: 65, 4: 150}"
30 BENDEMEER RD,414,1319,TRUE,KALLANG/WHAMPOA,{2: 70}
6 JLN BATU,634,1099,FALSE,KALLANG/WHAMPOA,{2: 60}
74 WHAMPOA DR,902,2362,TRUE,KALLANG/WHAMPOA,{2: 67}
11 UPP BOON KENG RD,395,1458,TRUE,KALLANG/WHAMPOA,"{2: 66, 4: 130}"
93 GEYLANG BAHRU,149,1673,FALSE,KALLANG/WHAMPOA,{2: 71}
685 RACE COURSE RD,343,351,TRUE,KALLANG/WHAMPOA,"{2: 63, 3: 94}"
46 OWEN RD,622,931,FALSE,KALLANG/WHAMPOA,"{2: 68, 3: 92}"
16 UPP BOON KENG RD,671,1733,FALSE,KALLANG/WHAMPOA,"{2: 66, 4: 141}"
468 NTH BRIDGE RD,357,685,FALSE,KALLANG/WHAMPOA,{2: 61}
107 TOWNER RD,276,1219,TRUE,KALLANG/WHAMPOA,"{2: 74, 3: 105}"
105 TOWNER RD,214,1553,TRUE,KALLANG/WHAMPOA,"{2: 75, 3: 105}"
12 FARRER PK RD,560,806,FALSE,KALLANG/WHAMPOA,"{2: 62, 3: 90}"
5A UPP BOON KENG RD,380,1410,FALSE,KALLANG/WHAMPOA,"{2: 67, 3: 93}"
95 WHAMPOA DR,964,1625,TRUE,KALLANG/WHAMPOA,{3: 91}
123 MCNAIR RD,816,1069,TRUE,KALLANG/WHAMPOA,"{2: 64, 3: 85}"
18 JLN TENTERAM,1285,2376,TRUE,KALLANG/WHAMPOA,"{3: 85, 4: 105}"
38C BENDEMEER RD,690,1640,TRUE,KALLANG/WHAMPOA,"{2: 69, 3: 90}"
3C UPP BOON KENG RD,461,1491,FALSE,KALLANG/WHAMPOA,"{3: 90, 4: 110}"
38D BENDEMEER RD,778,1552,TRUE,KALLANG/WHAMPOA,"{2: 69, 3: 90}"
108B MCNAIR RD,494,1270,TRUE,KALLANG/WHAMPOA,"{3: 90, 4: 110}"
21 ST. GEORGE'S RD,734,1656,TRUE,KALLANG/WHAMPOA,{4: 118}
48A DORSET RD,599,908,FALSE,KALLANG/WHAMPOA,{4: 116}
55 GEYLANG BAHRU,536,1290,FALSE,KALLANG/WHAMPOA,{4: 117}
59B GEYLANG BAHRU,576,1629,TRUE,KALLANG/WHAMPOA,"{3: 101, 4: 122}"
9 BOON KENG RD,496,892,TRUE,KALLANG/WHAMPOA,"{2: 70, 3: 94, 4: 112}"
7 BOON KENG RD,492,990,TRUE,KALLANG/WHAMPOA,"{2: 70, 3: 95, 4: 111}"
105 JLN RAJAH,1231,1796,TRUE,KALLANG/WHAMPOA,{5: 151}
66 MARINE DR,698,778,TRUE,MARINE PARADE,{2: 68}
32 MARINE CRES,661,1139,TRUE,MARINE PARADE,"{2: 71, 4: 147}"
55 MARINE TER,252,1402,TRUE,MARINE PARADE,{3: 88}
62 MARINE DR,623,560,TRUE,MARINE PARADE,{3: 87}
5 CHANGI VILLAGE RD,6170,5294,FALSE,PASIR RIS,{2: 66}
753 PASIR RIS ST 71,2145,2966,FALSE,PASIR RIS,"{3: 105, 4: 127}"
743 PASIR RIS ST 71,1963,2784,FALSE,PASIR RIS,"{3: 103, 4: 126}"
109 PASIR RIS ST 11,1167,823,TRUE,PASIR RIS,"{3: 103, 4: 121}"
632 PASIR RIS DR 3,1638,2118,TRUE,PASIR RIS,"{3: 104, 4: 122}"
742 PASIR RIS ST 71,1918,2739,FALSE,PASIR RIS,"{3: 104, 4: 127}"
473 PASIR RIS DR 6,1188,313,TRUE,PASIR RIS,"{3: 103, 4: 122}"
121 PASIR RIS ST 11,1199,1092,TRUE,PASIR RIS,"{3: 105, 4: 130}"
773 PASIR RIS ST 71,1974,2816,TRUE,PASIR RIS,"{3: 106, 4: 127}"
474 PASIR RIS DR 6,1090,215,TRUE,PASIR RIS,"{3: 105, 4: 122}"
124 PASIR RIS ST 11,1401,1103,TRUE,PASIR RIS,"{3: 106, 4: 123}"
