Address,Lat,Long,Nearest MRT,Distance to MRT,Nearest Mall,Distance to Mall,Nearest Pri Sch,Within 1km of Pri
889D WOODLANDS DR 50,1.437781273,103.7920795,Woodlands MRT,,Causeway Point,,Evergreen Primary School,True
339 ANG MO KIO AVE 1,1.365064922,103.8491158,Ang Mo Kio MRT,,AMK Hub,,Teck Ghee Primary School,True
704 ANG MO KIO AVE 8,1.370407121,103.8472307,Ang Mo Kio MRT,,Jubilee Square,,Jing Shan Primary School,True
21 LIM LIAK ST,1.285438216,103.8321614,Havelock MRT,,Tiong Bahru Plaza,,Zhangde Primary School,True
95B HENDERSON RD,1.286977039,103.8215588,Tiong Bahru MRT,,Tiong Bahru Plaza,,Zhangde Primary School,True
70B TELOK BLANGAH HTS,1.276749457,103.8105415,Telok Blangah MRT,,Anchorpoint,,Radin Mas Primary School,False
428 BT PANJANG RING RD,1.386713594,103.7697732,Bukit Panjang MRT,,Bukit Panjang Plaza,,West Spring Primary School,True
804B KEAT HONG CL,1.373114037,103.7418888,Choa Chu Kang MRT,,Lot One,,Chua Chu Kang Primary School,True
808C CHOA CHU KANG AVE 1,1.375031351,103.7461866,Choa Chu Kang MRT,,Lot One,,Chua Chu Kang Primary School,True
815B CHOA CHU KANG AVE 7,1.376846261,103.7473768,Choa Chu Kang MRT,,Lot One,,South View Primary School,True
564 CHOA CHU KANG ST 52,1.395405265,103.7454229,Yew Tee MRT,,YewTee Point,,De La Salle School,True
808B CHOA CHU KANG AVE 1,1.375592498,103.7460213,Choa Chu Kang MRT,,Lot One,,Chua Chu Kang Primary School,True
102 CLEMENTI ST 14,1.322285572,103.7692019,Clementi MRT,,The Clementi Mall,,Nan Hua Primary School,True
332 UBI AVE 1,1.326913667,103.9026231,Ubi MRT,,Singpost Centre,,Maha Bodhi School,True
473B UPP SERANGOON CRES,1.375938451,103.9010845,Hougang MRT,,Hougang Mall,,CHIJ Our Lady of the Nativity,True
8C UPP BOON KENG RD,1.313169458,103.8708193,Kallang MRT,,Aperia Mall,,St. Joseph's Institution Junior,True
162C RIVERVALE CRES,1.39002955,103.9084849,Sengkang MRT,,Rivervale Mall,,Mee Toh School,True
162B RIVERVALE CRES,1.390359677,103.9080766,Sengkang MRT,,Rivervale Mall,,Mee Toh School,True
162A RIVERVALE CRES,1.390359613,103.9076367,Sengkang MRT,,Rivervale Mall,,Rivervale Primary School,True
217A COMPASSVALE DR,1.389309504,103.8937837,Sengkang MRT,,Compass One,,Nan Chiau Primary School,True
474 TAMPINES ST 43,1.359872992,103.9527876,Tampines MRT,,Tampines 1,,Tampines North Primary School,True
333 WOODLANDS ST 32,1.429766747,103.7800018,Marsiling MRT,,Causeway Point,,Marsiling Primary School,True
890A WOODLANDS DR 50,1.438282212,103.7932165,Woodlands MRT,,Causeway Point,,Evergreen Primary School,True
780 YISHUN RING RD,1.422138653,103.8328827,Khatib MRT,,Northpoint City,,Northland Primary School,True
107 LENGKONG TIGA,1.324954599,103.9101751,Kembangan MRT,,Singpost Centre,,Maha Bodhi School,False
147 BT BATOK WEST AVE 6,1.349577518,103.7436013,Bukit Batok MRT,,West Mall,,Princess Elizabeth Primary School,True
525 BT BATOK ST 52,1.357105166,103.7522046,Bukit Gombak MRT,,West Mall,,Dazhong Primary School,True
95A HENDERSON RD,1.286492541,103.8214336,Tiong Bahru MRT,,Tiong Bahru Plaza,,Zhangde Primary School,True
811A CHOA CHU KANG AVE 7,1.373730848,103.7459298,Choa Chu Kang MRT,,Lot One,,Chua Chu Kang Primary School,True
803C KEAT HONG CL,1.373387319,103.744026,Choa Chu Kang MRT,,Lot One,,Chua Chu Kang Primary School,True
816A KEAT HONG LINK,1.376031519,103.7488246,Choa Chu Kang MRT,,Lot One,,South View Primary School,True
805B KEAT HONG CL,1.372747704,103.7431574,Choa Chu Kang MRT,,Lot One,,Chua Chu Kang Primary School,True
816B KEAT HONG LINK,1.376041135,103.74846,Choa Chu Kang MRT,,Lot One,,South View Primary School,True
505 HOUGANG AVE 8,1.373059668,103.8876551,Hougang MRT,,Hougang Mall,,Xinmin Primary School,True
473A UPP SERANGOON CRES,1.376825251,103.900641,Buangkok MRT,,Hougang Mall,,CHIJ Our Lady of the Nativity,True
473C UPP SERANGOON CRES,1.376280065,103.9013876,Hougang MRT,,Hougang Mall,,CHIJ Our Lady of the Nativity,True
116A JLN TENTERAM,1.327053125,103.8605584,Boon Keng MRT,,The Poiz Centre,,Hong Wen School,True
111 LOR 3 GEYLANG,1.312348005,103.8737478,Kallang MRT,,Kallang Wave Mall,,Geylang Methodist School (Primary),False
566 PASIR RIS ST 51,1.369117523,103.9497161,Pasir Ris MRT,,Downtown East,,Elias Park Primary School,True
120B EDGEDALE PLAINS,1.394837781,103.9075847,Sengkang MRT,,Rivervale Mall,,Mee Toh School,True
217C SUMANG WALK,1.40235851,103.8954941,Sengkang MRT,,Waterway Point,,Punggol Green Primary School,True
122B EDGEDALE PLAINS,1.394150091,103.909596,Sengkang MRT,,Rivervale Mall,,Mee Toh School,True
661A EDGEDALE PLAINS,1.403030566,103.9170807,Punggol MRT,,Waterway Point,,Waterway Primary School,True
677C PUNGGOL DR,1.405650635,103.9097496,Punggol MRT,,Waterway Point,,Oasis Primary School,True
315B PUNGGOL WAY,1.407956027,103.8964008,Punggol MRT,,Waterway Point,,Valour Primary School,True
217A SUMANG WALK,1.402985918,103.8950208,Sengkang MRT,1799.0,Waterway Point,1317.0,Punggol Green Primary School,True
217B SUMANG WALK,1.402401614,103.894935,Sengkang MRT,1836.0,Waterway Point,1355.0,Punggol Green Primary School,True
43 HOLLAND DR,1.307434111,103.7928976,Buona Vista MRT,466.0,The Star Vista,758.0,Fairfield Methodist School (Primary),False
217C COMPASSVALE DR,1.38983599,103.8941541,Sengkang MRT,423.0,Compass One,409.0,Nan Chiau Primary School,True
878B TAMPINES AVE 8,1.350926367,103.9291912,Tampines West MRT,1495.0,Century Square,1990.0,Poi Ching School,False
890B WOODLANDS DR 50,1.438238746,103.7924522,Woodlands MRT,974.0,Causeway Point,1138.0,Evergreen Primary School,True
717B WOODLANDS DR 70,1.441370233,103.7985427,Admiralty MRT,544.0,Causeway Point,1891.0,Admiralty Primary School,True
511A YISHUN ST 51,1.415662301,103.8414486,Khatib MRT,1377.0,Northpoint City,2307.0,Naval Base Primary School,True
211 BISHAN ST 23,1.356152907,103.848977,Bishan MRT,859.0,Junction 8,857.0,Catholic High School,True
404 SIN MING AVE,1.362662927,103.8342675,Bright Hill MRT,280.0,Thomson Plaza,1702.0,Ai Tong School,True
70C TELOK BLANGAH HTS,1.275996185,103.810863,Telok Blangah MRT,799.0,Anchorpoint,2558.0,Radin Mas Primary School,False
803D KEAT HONG CL,1.372896983,103.7443476,Choa Chu Kang MRT,1971.0,Lot One,1936.0,Chua Chu Kang Primary School,True
810A CHOA CHU KANG AVE 7,1.374546441,103.7463042,Choa Chu Kang MRT,1751.0,Lot One,1715.0,Chua Chu Kang Primary School,True
312C CLEMENTI AVE 4,1.319522679,103.7640251,Clementi MRT,662.0,The Clementi Mall,727.0,Nan Hua Primary School,True
337 UBI AVE 1,1.32598214,103.9015132,Ubi MRT,846.0,Singpost Centre,2110.0,Maha Bodhi School,True
473D UPP SERANGOON CRES,1.376673718,103.9019541,Buangkok MRT,2095.0,Hougang Mall,1347.0,CHIJ Our Lady of the Nativity,True
131 LOR AH SOO,1.351389246,103.8870424,Kovan MRT,1461.0,Heartland Mall Kovan,1377.0,Methodist Girls' School (Primary),True
120A EDGEDALE PLAINS,1.394512179,103.9079643,Sengkang MRT,2637.0,Rivervale Mall,1429.0,Mee Toh School,True
217D SUMANG WALK,1.402049858,103.8961662,Sengkang MRT,1993.0,Waterway Point,1511.0,Punggol Green Primary School,True
314B PUNGGOL WAY,1.407897787,103.8973708,Punggol MRT,2828.0,Waterway Point,997.0,Valour Primary School,True
217B COMPASSVALE DR,1.389280336,103.8943456,Sengkang MRT,474.0,Compass One,460.0,Nan Chiau Primary School,True
274A COMPASSVALE BOW,1.381553554,103.8905631,Buangkok MRT,842.0,Hougang Mall,1476.0,Punggol Primary School,True
215A COMPASSVALE DR,1.389478683,103.8932788,Sengkang MRT,454.0,Compass One,441.0,Nan Chiau Primary School,True
129 SIMEI ST 1,1.346245794,103.9542766,Simei MRT,585.0,Eastpoint Mall,626.0,Chongzheng Primary School,True
819 YISHUN ST 81,1.412530854,103.8342279,Khatib MRT,785.0,Northpoint City,2212.0,Naval Base Primary School,True
506C YISHUN AVE 4,1.415445964,103.8404557,Khatib MRT,1332.0,Northpoint City,2262.0,Naval Base Primary School,True
511B YISHUN ST 51,1.415600145,103.8424141,Khatib MRT,1504.0,Northpoint City,2434.0,Naval Base Primary School,True
155 BEDOK STH AVE 3,1.318574054,103.9460809,Bayshore MRT,1186.0,East Village,2506.0,Temasek Primary School,True
817A KEAT HONG LINK,1.376607572,103.748546,Choa Chu Kang MRT,1462.0,Lot One,1427.0,South View Primary School,True
805C KEAT HONG CL,1.372687362,103.7436182,Choa Chu Kang MRT,1938.0,Lot One,1903.0,Chua Chu Kang Primary School,True
135 TECK WHYE LANE,1.380452724,103.7515563,Choa Chu Kang MRT,1246.0,Lot One,1051.0,South View Primary School,True
817B KEAT HONG LINK,1.377087746,103.7487681,Choa Chu Kang MRT,1405.0,Lot One,1370.0,South View Primary School,True
698A JURONG WEST CTRL 3,1.341091608,103.7080237,Boon Lay MRT,436.0,Jurong Point,337.0,Jurong West Primary School,False
116B JLN TENTERAM,1.32754908,103.8608074,Boon Keng MRT,1377.0,The Poiz Centre,1932.0,Hong Wen School,True
662A EDGEDALE PLAINS,1.402004486,103.9183264,Punggol MRT,2436.0,Waterway Point,2518.0,Waterway Primary School,True
662C EDGEDALE PLAINS,1.401391816,103.9185139,Punggol MRT,2488.0,Rivervale Mall,2646.0,Waterway Primary School,True
662B EDGEDALE PLAINS,1.401721537,103.918691,Punggol MRT,2479.0,Rivervale Mall,2638.0,Waterway Primary School,True
314A PUNGGOL WAY,1.408261878,103.8980179,Punggol MRT,2732.0,Waterway Point,901.0,Valour Primary School,True
58 STIRLING RD,1.296191719,103.8045419,Queenstown MRT,322.0,Anchorpoint,1133.0,Fairfield Methodist School (Primary),False
286C COMPASSVALE CRES,1.398117867,103.8964237,Sengkang MRT,893.0,Compass One,943.0,Compassvale Primary School,True
278B COMPASSVALE BOW,1.382350838,103.8906414,Buangkok MRT,1008.0,Hougang Mall,1643.0,Punggol Primary School,True
717A WOODLANDS DR 70,1.440538746,103.7986691,Admiralty MRT,450.0,Causeway Point,1797.0,Admiralty Primary School,True
555 ANG MO KIO AVE 10,1.371196664,103.857024,Ang Mo Kio MRT,1070.0,AMK Hub,1235.0,Jing Shan Primary School,True
194B BT BATOK WEST AVE 6,1.345132839,103.744862,Bukit Batok MRT,852.0,West Mall,1073.0,Princess Elizabeth Primary School,True
194A BT BATOK WEST AVE 6,1.344680501,103.7455139,Bukit Batok MRT,735.0,West Mall,955.0,Princess Elizabeth Primary School,True
424 CHOA CHU KANG AVE 4,1.381483036,103.740309,Choa Chu Kang MRT,767.0,Lot One,813.0,Chua Chu Kang Primary School,True
810B CHOA CHU KANG AVE 7,1.374217649,103.7454677,Choa Chu Kang MRT,1836.0,Lot One,1801.0,Chua Chu Kang Primary School,True
812C CHOA CHU KANG AVE 7,1.372760983,103.7459178,Choa Chu Kang MRT,1827.0,Lot One,1792.0,Chua Chu Kang Primary School,True
805D KEAT HONG CL,1.372416653,103.744744,Choa Chu Kang MRT,2074.0,Lot One,2039.0,Chua Chu Kang Primary School,True
802A KEAT HONG CL,1.374515842,103.7434743,Choa Chu Kang MRT,1703.0,Lot One,1667.0,Chua Chu Kang Primary School,True
801A KEAT HONG CL,1.375842814,103.7431959,Choa Chu Kang MRT,1549.0,Lot One,1514.0,Chua Chu Kang Primary School,True
443 CLEMENTI AVE 3,1.314210516,103.7640104,Clementi MRT,169.0,The Clementi Mall,100.0,Nan Hua Primary School,True
313 HOUGANG AVE 5,1.365217405,103.8947713,Hougang MRT,958.0,Hougang Mall,1200.0,Holy Innocents' Primary School,True
48 JLN BAHAGIA,1.327613751,103.8566347,Boon Keng MRT,1369.0,The Poiz Centre,2543.0,Hong Wen School,True
512 PASIR RIS ST 52,1.375490495,103.9438915,Pasir Ris MRT,937.0,Downtown East,1588.0,Elias Park Primary School,True
316A PUNGGOL WAY,1.408901659,103.8984078,Punggol MRT,2700.0,Waterway Point,903.0,Valour Primary School,True
661C EDGEDALE PLAINS,1.402071587,103.91748,Punggol MRT,2352.0,Waterway Point,2435.0,Waterway Primary School,True
286A COMPASSVALE CRES,1.397355778,103.8961933,Sengkang MRT,825.0,Compass One,875.0,Compassvale Primary School,True
216C COMPASSVALE DR,1.390473611,103.8943181,Sengkang MRT,352.0,Compass One,338.0,Nan Chiau Primary School,True
278A COMPASSVALE BOW,1.381880822,103.8902955,Buangkok MRT,930.0,Hougang Mall,1564.0,Punggol Primary School,True
286B COMPASSVALE CRES,1.397550637,103.8955932,Sengkang MRT,852.0,Compass One,902.0,Compassvale Primary School,True
879B TAMPINES AVE 8,1.351589036,103.9288044,Tampines West MRT,1603.0,Century Square,2097.0,Poi Ching School,True
878A TAMPINES AVE 8,1.351663734,103.929646,Tampines West MRT,1553.0,Century Square,2048.0,Poi Ching School,True
512A YISHUN ST 51,1.414277157,103.8411206,Khatib MRT,1324.0,Northpoint City,2425.0,Naval Base Primary School,True
506A YISHUN AVE 4,1.415931318,103.8400149,Khatib MRT,1159.0,Northpoint City,2089.0,Naval Base Primary School,True
407 ANG MO KIO AVE 10,1.361913472,103.8552477,Ang Mo Kio MRT,1317.0,AMK Hub,1445.0,Teck Ghee Primary School,True
205 BISHAN ST 23,1.355313272,103.8476983,Bishan MRT,774.0,Junction 8,772.0,Catholic High School,True
801C KEAT HONG CL,1.375231642,103.7427666,Choa Chu Kang MRT,1648.0,Lot One,1612.0,Chua Chu Kang Primary School,True
801B KEAT HONG CL,1.375824719,103.7428234,Choa Chu Kang MRT,1494.0,Lot One,1458.0,Chua Chu Kang Primary School,True
818B CHOA CHU KANG AVE 1,1.377258748,103.7482919,Choa Chu Kang MRT,1316.0,Lot One,1280.0,South View Primary School,True
812B CHOA CHU KANG AVE 7,1.372980728,103.7462493,Choa Chu Kang MRT,,Lot One,1727.0,Chua Chu Kang Primary School,True
119 ALJUNIED AVE 2,1.320128873,103.8860581,Aljunied MRT,790.0,Paya Lebar Square,1141.0,Geylang Methodist School (Primary),True
250 HOUGANG AVE 3,1.35957926,103.8913049,Kovan MRT,970.0,Heartland Mall Kovan,820.0,Holy Innocents' Primary School,True
932B HOUGANG AVE 9,1.375126661,103.8822349,Hougang MRT,1866.0,Hougang 1,408.0,Hougang Primary School,True
506 JURONG WEST ST 52,1.349113013,103.7187648,Lakeside MRT,885.0,Jurong Point,2464.0,Rulang Primary School,True
966 JURONG WEST ST 93,1.34170246,103.692917,Pioneer MRT,787.0,Jurong Point,1930.0,Jurong West Primary School,True
117B JLN TENTERAM,1.328164948,103.8608019,Boon Keng MRT,1360.0,The Poiz Centre,1915.0,Hong Wen School,True
50 JLN BAHAGIA,1.327685388,103.8562291,Boon Keng MRT,1388.0,The Poiz Centre,2590.0,Hong Wen School,True
661B EDGEDALE PLAINS,1.402485648,103.9167514,Punggol MRT,2324.0,Waterway Point,2249.0,Waterway Primary School,True
57 STIRLING RD,1.296328449,103.8044471,Queenstown MRT,326.0,Anchorpoint,1137.0,Fairfield Methodist School (Primary),False
216D COMPASSVALE DR,1.39019937,103.8945759,Sengkang MRT,410.0,Compass One,396.0,Nan Chiau Primary School,True
122 SERANGOON NTH AVE 1,1.366690924,103.8713591,Kovan MRT,2121.0,Hougang 1,1715.0,Rosyth School,True
230H TAMPINES ST 21,1.356329093,103.9500074,Tampines MRT,636.0,Tampines 1,680.0,Gongshang Primary School,True
671A YISHUN AVE 4,1.41897568,103.8423334,Khatib MRT,1430.0,Northpoint City,2210.0,Northland Primary School,True
511C YISHUN ST 51,1.415303053,103.8425968,Khatib MRT,1572.0,Northpoint City,2502.0,Naval Base Primary School,True
501A YISHUN ST 51,1.416583983,103.8404501,Khatib MRT,1089.0,Northpoint City,1951.0,Naval Base Primary School,True
818A CHOA CHU KANG AVE 1,1.377629363,103.7484888,Choa Chu Kang MRT,1440.0,Lot One,1405.0,South View Primary School,True
812A CHOA CHU KANG AVE 7,1.373383202,103.7467958,Choa Chu Kang MRT,1670.0,Lot One,1635.0,Chua Chu Kang Primary School,True
818C CHOA CHU KANG AVE 1,1.37672184,103.7481501,Choa Chu Kang MRT,1481.0,Lot One,1445.0,South View Primary School,True
811B CHOA CHU KANG AVE 7,1.373121458,103.7453822,Choa Chu Kang MRT,1845.0,Lot One,1810.0,Chua Chu Kang Primary School,True
801D KEAT HONG CL,1.375135757,103.7430316,Choa Chu Kang MRT,1612.0,Lot One,1576.0,Chua Chu Kang Primary School,True
817C KEAT HONG LINK,1.377566524,103.7489895,Choa Chu Kang MRT,1467.0,Lot One,1432.0,South View Primary School,True
325 CLEMENTI AVE 5,1.315096685,103.7668174,Clementi MRT,326.0,The Clementi Mall,382.0,Nan Hua Primary School,True
312B CLEMENTI AVE 4,1.31967297,103.7644555,Clementi MRT,678.0,The Clementi Mall,743.0,Nan Hua Primary School,True
848 SIMS AVE,1.31720886,103.9014318,Eunos MRT,512.0,Singpost Centre,1126.0,Maha Bodhi School,False
691 HOUGANG ST 61,1.376717633,103.8865289,Hougang MRT,1485.0,Hougang 1,981.0,Hougang Primary School,True
932A HOUGANG AVE 9,1.375265581,103.881751,Hougang MRT,1841.0,Hougang 1,383.0,Hougang Primary School,True
364B UPP SERANGOON RD,1.370514348,103.8971327,Hougang MRT,907.0,Hougang Mall,625.0,CHIJ Our Lady of the Nativity,True
697C JURONG WEST CTRL 3,1.340472364,103.7083547,Boon Lay MRT,387.0,Jurong Point,385.0,Frontier Primary School,False
10A BENDEMEER RD,1.314991389,103.8605054,Bendemeer MRT,576.0,City Square Mall,720.0,St. Joseph's Institution Junior,True
316B PUNGGOL WAY,1.408946658,103.8979255,Punggol MRT,2765.0,Waterway Point,1054.0,Valour Primary School,True
662D EDGEDALE PLAINS,1.40167256,103.9180028,Punggol MRT,2706.0,Rivervale Mall,2707.0,Waterway Primary School,True
42 STIRLING RD,1.298332886,103.8023,Queenstown MRT,653.0,Anchorpoint,1464.0,Fairfield Methodist School (Primary),False
119A CANBERRA CRES,1.446047551,103.8311253,Canberra MRT,732.0,Sun Plaza,1803.0,Sembawang Primary School,False
274C COMPASSVALE BOW,1.382286678,103.8911185,Buangkok MRT,898.0,Hougang Mall,1532.0,Punggol Primary School,True
274B COMPASSVALE BOW,1.381922771,103.8908757,Buangkok MRT,833.0,Hougang Mall,1467.0,Punggol Primary School,True
287C COMPASSVALE CRES,1.398731046,103.8966997,Sengkang MRT,1005.0,Compass One,1055.0,Punggol Green Primary School,True
879A TAMPINES AVE 8,1.351884755,103.9291007,Tampines West MRT,1613.0,Century Square,2108.0,Poi Ching School,True
512B YISHUN ST 51,1.414707046,103.8421123,Khatib MRT,1451.0,Northpoint City,2483.0,Naval Base Primary School,True
251 YISHUN RING RD,1.434748448,103.8413872,Yishun MRT,1196.0,Junction 9,319.0,Chongfu School,True
507A YISHUN AVE 4,1.415287923,103.8398465,Khatib MRT,1140.0,Northpoint City,2070.0,Naval Base Primary School,True
506B YISHUN AVE 4,1.415818689,103.8406788,Khatib MRT,1268.0,Northpoint City,2198.0,Naval Base Primary School,True
453 ANG MO KIO AVE 10,1.36858206,103.8559831,Ang Mo Kio MRT,885.0,AMK Hub,1032.0,Jing Shan Primary School,True
705 ANG MO KIO AVE 8,1.37043723,103.8475155,Ang Mo Kio MRT,439.0,Jubilee Square,252.0,Jing Shan Primary School,True
405 FAJAR RD,1.381253665,103.7672571,Bukit Panjang MRT,842.0,Bukit Panjang Plaza,612.0,Zhenghua Primary School,True
802B KEAT HONG CL,1.374741375,103.7428515,Choa Chu Kang MRT,1690.0,Lot One,1655.0,Chua Chu Kang Primary School,True
312A CLEMENTI AVE 4,1.319088944,103.7644412,Clementi MRT,577.0,The Clementi Mall,642.0,Nan Hua Primary School,True
52 CASSIA CRES,1.310672218,103.8850317,Dakota MRT,750.0,Paya Lebar Quarter,1216.0,Kong Hwa School,True
365A UPP SERANGOON RD,1.3697156,103.8976244,Hougang MRT,990.0,Hougang Mall,707.0,CHIJ Our Lady of the Nativity,True
364A UPP SERANGOON RD,1.370608407,103.896776,Hougang MRT,849.0,Hougang Mall,566.0,CHIJ Our Lady of the Nativity,True
365B UPP SERANGOON RD,1.36920419,103.8975129,Hougang MRT,1073.0,Hougang Mall,790.0,Holy Innocents' Primary School,True
113C MCNAIR RD,1.320882353,103.8603317,Boon Keng MRT,291.0,City Square Mall,1323.0,Hong Wen School,True
545 PASIR RIS ST 51,1.36903491,103.9524362,Pasir Ris MRT,714.0,Downtown East,1213.0,White Sands Primary School,False
410 PASIR RIS DR 6,1.372816371,103.9539335,Pasir Ris MRT,926.0,Downtown East,596.0,Pasir Ris Primary School,True
119B CANBERRA CRES,1.446370139,103.8315749,Canberra MRT,781.0,Sun Plaza,1992.0,Sembawang Primary School,False
288B COMPASSVALE CRES,1.398446601,103.8978076,Sengkang MRT,1089.0,Compass One,,Punggol Green Primary School,True
287A COMPASSVALE CRES,1.398437519,103.8959578,Sengkang MRT,,Compass One,,Compassvale Primary School,True
288A COMPASSVALE CRES,1.39864922,103.897002,Sengkang MRT,,Compass One,,Punggol Green Primary School,True
119 SERANGOON NTH AVE 1,1.367481429,103.8714918,Kovan MRT,,Hougang 1,,Rosyth School,True
309 WOODLANDS AVE 1,1.429747616,103.7760153,Marsiling MRT,,Causeway Point,,Marsiling Primary School,True
671B YISHUN AVE 4,1.418783418,103.8427608,Khatib MRT,,Northpoint City,,Northland Primary School,True
529 ANG MO KIO AVE 10,1.372343582,103.8554554,Ang Mo Kio MRT,,AMK Hub,,Jing Shan Primary School,True
101 LENGKONG TIGA,1.325159834,103.9108888,Kembangan MRT,,Singpost Centre,,Maha Bodhi School,False
208A CLEMENTI AVE 6,1.321923429,103.7623848,Clementi MRT,,The Clementi Mall,,Nan Hua Primary School,True
315 HOUGANG AVE 5,1.364871182,103.894979,Hougang MRT,,Hougang Mall,,Holy Innocents' Primary School,True
933A HOUGANG AVE 9,1.375757967,103.8820328,Hougang MRT,,Hougang 1,,Hougang Primary School,True
117A JLN TENTERAM,1.328233584,103.8611384,Boon Keng MRT,,The Poiz Centre,,Hong Wen School,True
113D MCNAIR RD,1.320148599,103.8597637,Boon Keng MRT,,City Square Mall,,Hong Wen School,True
539 PASIR RIS ST 51,1.36957399,103.9505304,Pasir Ris MRT,,Downtown East,,Elias Park Primary School,True
288C COMPASSVALE CRES,1.398388832,103.8980713,Sengkang MRT,,Compass One,,Punggol Green Primary School,True
835 TAMPINES ST 83,1.351138337,103.9338631,Tampines West MRT,,Century Square,,Junyuan Primary School,True
821 TAMPINES ST 81,1.348419767,103.9346491,Tampines West MRT,,Century Square,,Junyuan Primary School,True
487C TAMPINES ST 45,1.360758204,103.9578842,Tampines MRT,,White Sands,,White Sands Primary School,True
508A YISHUN AVE 4,1.414781932,103.8395516,Khatib MRT,,Northpoint City,,Naval Base Primary School,True
501B YISHUN ST 51,1.41704066,103.8405525,Khatib MRT,,Northpoint City,,Naval Base Primary School,True
512C YISHUN ST 51,1.414957759,103.842655,Khatib MRT,,Northpoint City,,Naval Base Primary School,True
802C KEAT HONG CL,1.374793802,103.7426071,Choa Chu Kang MRT,,Lot One,,Chua Chu Kang Primary School,True
208B CLEMENTI AVE 6,1.322621379,103.7624494,Clementi MRT,,The Clementi Mall,,Nan Hua Primary School,True
365C UPP SERANGOON RD,1.369284513,103.8971346,Hougang MRT,,Hougang Mall,,Holy Innocents' Primary School,True
638 HOUGANG AVE 8,1.370858509,103.8786811,Kovan MRT,,Hougang 1,,Rosyth School,True
113B MCNAIR RD,1.321181401,103.8605682,Boon Keng MRT,,City Square Mall,,Hong Wen School,True
113A MCNAIR RD,1.321425756,103.8601947,Boon Keng MRT,,City Square Mall,,Hong Wen School,True
133 PASIR RIS ST 11,1.365726597,103.956188,Tampines MRT,,White Sands,,White Sands Primary School,True
227A SUMANG LANE,1.403589257,103.8929587,Sengkang MRT,,Waterway Point,,Punggol Green Primary School,True
226A SUMANG LANE,1.402728129,103.8931013,Sengkang MRT,,Waterway Point,,Punggol Green Primary School,True
121B CANBERRA ST,1.447886267,103.8340338,Canberra MRT,,Sun Plaza,,Chongfu School,False
121D CANBERRA ST,1.447037762,103.8339235,Canberra MRT,,Sun Plaza,,Chongfu School,False
289A COMPASSVALE CRES,1.397712,103.8977198,Sengkang MRT,,Compass One,,Compassvale Primary School,True
289B COMPASSVALE CRES,1.397676571,103.8973884,Sengkang MRT,,Compass One,,Compassvale Primary School,True
278C COMPASSVALE BOW,1.382863776,103.8909864,Buangkok MRT,,Compass One,,Punggol Primary School,True
287B COMPASSVALE CRES,1.398803607,103.8960769,Sengkang MRT,,Compass One,,Punggol Green Primary School,True
496F TAMPINES AVE 9,1.360400473,103.9500341,Tampines MRT,,Tampines 1,,Tampines North Primary School,True
502A YISHUN ST 51,1.416392787,103.8413693,Khatib MRT,,Northpoint City,,Naval Base Primary School,True
508B YISHUN AVE 4,1.414291038,103.8398399,Khatib MRT,,Northpoint City,,Naval Base Primary School,True
260A ANG MO KIO ST 21,1.369289348,103.8341319,Mayflower MRT,,Jubilee Square,,CHIJ St. Nicholas Girls' School,True
234 BT BATOK EAST AVE 5,1.349141898,103.7554263,Bukit Batok MRT,,West Mall,,Bukit View Primary School,True
124 BT MERAH LANE 1,1.285823318,103.8035322,Queenstown MRT,,Anchorpoint,,Alexandra Primary School,False
105A DEPOT RD,1.281071165,103.8114057,Redhill MRT,,Anchorpoint,,Radin Mas Primary School,False
414 SAUJANA RD,1.382733777,103.7690557,Bukit Panjang MRT,,Bukit Panjang Plaza,,Zhenghua Primary School,True
365D UPP SERANGOON RD,1.369617218,103.8966128,Hougang MRT,,Hougang Mall,,Holy Innocents' Primary School,True
218C BOON LAY AVE,1.350696697,103.7114592,Lakeside MRT,,Jurong Point,,Rulang Primary School,True
216A BOON LAY AVE,1.350121405,103.7118759,Lakeside MRT,,Jurong Point,,Rulang Primary School,True
10B BENDEMEER RD,1.315477153,103.8603129,Bendemeer MRT,,City Square Mall,,St. Joseph's Institution Junior,True
10C BENDEMEER RD,1.315842362,103.8606445,Bendemeer MRT,,Aperia Mall,,St. Joseph's Institution Junior,True
120A CANBERRA CRES,1.446140803,103.8322362,Canberra MRT,,Sun Plaza,,Chongfu School,False
672A YISHUN AVE 4,1.418752672,103.8413886,Khatib MRT,,Northpoint City,,Northland Primary School,True
509C YISHUN AVE 4,1.414303425,103.840417,Khatib MRT,,Northpoint City,,Naval Base Primary School,True
502B YISHUN ST 51,1.416839015,103.8415518,Khatib MRT,,Northpoint City,,Naval Base Primary School,True
455C ANG MO KIO ST 44,1.368564848,103.8579431,Ang Mo Kio MRT,,AMK Hub,,Jing Shan Primary School,True
455A ANG MO KIO ST 44,1.368173762,103.8575206,Ang Mo Kio MRT,,AMK Hub,,Jing Shan Primary School,True
455B ANG MO KIO ST 44,1.368330179,103.8584957,Ang Mo Kio MRT,,AMK Hub,,Jing Shan Primary School,True
260B ANG MO KIO ST 21,1.3688641,103.8339542,Mayflower MRT,,Jubilee Square,,CHIJ St. Nicholas Girls' School,True
226F ANG MO KIO AVE 1,1.366647031,103.8395672,Mayflower MRT,,AMK Hub,,CHIJ St. Nicholas Girls' School,True
727 ANG MO KIO AVE 6,1.372655163,103.8460633,Ang Mo Kio MRT,,Jubilee Square,,Jing Shan Primary School,True
